org name,brooklyn,bronx,manhattan,queens,statenisland,brooklyn neighborhoods,bronx neighborhoods,manhattan neighborhoods,queens neighborhoods,staten island neighborhoods,accepting - open,accepting - limited,accepting - closed,target population,grades served,services offered,response id,orgphone,addressone,addresstwo,city,state,zip,program description
Single Stop,TRUE,TRUE,TRUE,TRUE,TRUE,",Bedford Stuyvesant ,Brownsville ,Bushwick ,Crown Heights North,Crown Heights South,East New York,Fort Greene/Brooklyn Heights,Park Slope,Sunset Park,",",Concourse/Highbridge,Mott Haven,Pelham Parkway,University Heights,","Battery Park/Tribeca,Central Harlem,East Harlem,Lower East Side,Manhattanville,Midtown Business District,Murray Hill/Stuyvesant,Upper East Side,Upper West Side,Washington Heights","Astoria,Bayside,Elmhurst/Corona,Flushing,Jackson Heights,Jamaica/St. Albans,Ridgewood/Glendale,",",Tottenville",TRUE,FALSE,FALSE,",English language learners,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,",",College Retention,Career Preparation,",40509845,212-480-2870,123 William Street,Suite 901,New York,NY,10038,"At Single Stop sites situated in community based organizations, clients and neighbors are screened for public benefits, and receive application assistance, financial counseling, legal assistance and access to free tax preparation."
Row New York,TRUE,TRUE,TRUE,TRUE,FALSE,",Canarsie,",",Concourse/Highbridge,University Heights,",",Washington Heights","Astoria,Elmhurst/Corona,Flushing,Jackson Heights,Jamaica/St. Albans,Sunnyside/Woodside,",,FALSE,TRUE,FALSE,",First generation college students,Racial or ethnic minorities,Gender",",Middle school (6-8),High School (9-12),College,","College Readiness,",41362722,718-433-3075,10-27 46th Ave,Suite 101,Long Island City,NY,11101,"A sports based youth development program that combines academic support with the sport of rowing. Our academic support includes after school tutoring, college application assistance, dorm support, and alumni outreach."
Breakthrough New York,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41508066,917-258-3446,,,,,,
Educational Alliance,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41839900,646-395-4295,197 East Broadway,,New York,NY,10002,
"Braven, Inc.",FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43512568,973-906-1743,25 Broadway,,New York,NY,10003,
Internationals Network For Public Schools,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43858557,646-435-7525,50 Broadway, 22nd Floor,New York,NY,10004,
College Summit,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43325558,,85 Broad Street,18th Floor,New York,NY,10004,
Borough of Manhattan Community College/CUNY,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,45374786,212-220-8195,199 Chambers Street,,New York,NY,10007,
Global Kids,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,45268466,212-2260130,137 East 25ths street,,New York,NY,10010,
Boys Club of New York,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41802779,212-677-1109,511 Avenue of the America,,New York,NY,10011,
New York University,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,45267996,212-998-4551,50 West 4th Street,,New York ,NY ,10012,
Greater Chinatown Community Association,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41732165,212-374-1311,105 Mosco Street,,New York,NY,10013,
YMCA of Greater NY,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41717810,212-630-9720,5 W 63rd Street,,New York,NY,10023,
SUNY Manhattan Educational Opportunity Center,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41070680,212-961-4336,163 W. 125th St,,New York,NY,10027,
Washington Heights Expeditionary Learning School,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,45306295,212-781-0524,511 West 182nd street,,New York,NY,10033,
Project Hospitality,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41773362,347-962-8544,100 Park Ave,,Staten Island,NY,10302,
College of Staten Island - Office of New Student Programs,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,FALSE,FALSE,,,,43862213,718-982-2529,2800 Victory Boulevard,"Building 2A, Room 208",Staten Island,NY,10314,
Phipps Neighborhoods,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,40170572,917-224-5379,1030 E 178th Street,,Bronx,NY,10460,
Phipps Neighborhoods,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,39703574,917-243-9172,1071A East Tremont Ave,,Bronx,NY,10460,
Achievement First Public Charter Schools,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43491174,347-831-4080,35 Starr St,,Brooklyn,NY,11221,
Coney Island Prep High School,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43288562,617-365-0389,294 Avenue T,,Brooklyn,NY,11223,
Queens College,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,43301841,,65-30 Kissena Blvd,,Queens ,NY,11367,
Beyond 12,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,41429249,415-762-9078,901 Mission Street,Ste 205,San Francisco,CA,94103,
Kingsbridge Heights Community Center,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Riverdale,",,,,FALSE,FALSE,FALSE,,,,44290911,718-884-0700 x198,3101 Kingsbridge Terrace,,Bronx,NY,10463,
South Bronx Overall Economic Development Corporation (SoBRO),FALSE,TRUE,TRUE,FALSE,FALSE,,"Bedford Park,East Tremont,Hunts Point,Morrisania,Mott Haven,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",",Central Harlem,East Harlem,",,,TRUE,FALSE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,High school equivalency,Justice involved youth,First generation college students,","Elementary school (K-5),Middle school (6-8),High School (9-12),College,","College Readiness,Career Preparation,",41726684,718-732-7610,555 Bergen Avenue,3rd floor,Bronx,NY,10455,
East Side House Settlement,FALSE,TRUE,TRUE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,High school equivalency,Justice involved youth,",",College,","College Readiness,College Matriculation,College Retention,Career Preparation,",40428449,718-665-5250,337 Alexander Ave,,Bronx,NY,10454,
Lutheran Family Health Centers,TRUE,FALSE,FALSE,FALSE,FALSE,",Crown Heights North,Sunset Park,",,,,,FALSE,FALSE,FALSE,"Academic Performance,High school equivalency,Poverty guidelines/socioeconomic status,Racial or ethnic minorities,",",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",43789876,718-768-0778,199 14th Street,3rd Floor,Brooklyn,NY,11215,
